hospital,date,ed_trolleys,ward_trolleys,total_trolleys,surge_open,delayed_transfers,over_24hrs_on_trolleys,over_75yrs_over_24hrs
MRH Portlaoise,2024-02-11,5,0,5,15,0,0,0
MRH Tullamore,2024-02-11,0,0,0,10,7,0,4
Naas General Hospital,2024-02-11,4,3,7,6,7,0,12
St. James's Hospital,2024-02-11,12,0,26,0,0,0,0
St. Luke's Radiation Oncology Network,2024-02-11,2,17,0,17,2,0,0
Tallaght University Hospital,2024-02-11,17,0,17,16,17,0,0
National Rehabilitation Hospital,2024-02-11,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-02-11,6,5,0,5,6,0,0
St Luke's General Hospital Kilkenny,2024-02-11,5,0,5,3,1,0,0
St. Michael's Hospital,2024-02-11,5,27,0,27,5,0,0
St. Vincent's University Hospital,2024-02-11,27,0,27,58,27,2,0
Tipperary University Hospital,2024-02-11,0,0,0,4,13,0,0
UH Waterford,2024-02-11,0,0,0,16,23,0,0
Wexford General Hospital,2024-02-11,4,3,7,15,1,0,0
Bantry General Hospital,2024-02-11,9,17,11,28,9,0,0
Cork University Hospital,2024-02-11,17,11,28,24,28,3,0
Mallow General Hospital,2024-02-11,9,0,9,0,9,0,0
Mercy University Hospital,2024-02-11,9,0,9,0,9,0,0
South Infirmary Victoria University Hospital,2024-02-11,16,0,16,14,16,0,0
UH Kerry,2024-02-11,16,0,16,14,16,2,1
Ennis Hospital,2024-02-11,0,0,0,0,0,0,0
Nenagh Hospital,2024-02-11,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-02-11,25,40,65,32,65,0,0
UH Limerick,2024-02-11,25,40,65,32,65,1,0
Galway University Hospital,2024-02-11,17,1,18,4,18,0,0
Letterkenny University Hospital,2024-02-11,4,2,6,0,14,1,0
Mayo University Hospital,2024-02-11,2,4,6,4,9,4,0
Portiuncula University Hospital,2024-02-11,2,0,2,6,0,0,0
Roscommon University Hospital,2024-02-11,11,12,23,31,23,0,0
Sligo University Hospital,2024-02-11,11,12,23,31,23,9,0
Beaumont Hospital,2024-02-12,22,0,22,12,22,0,7
Cavan General Hospital,2024-02-12,7,0,7,5,0,0,9
Connolly Hospital,2024-02-12,9,0,8,0,0,0,0
Louth County Hospital,2024-02-12,24,0,24,14,24,0,0
Mater Misericordiae University Hospital,2024-02-12,24,0,24,14,24,1,0
National Orthopaedic Hospital Cappagh,2024-02-12,18,0,18,27,18,0,0
Our Lady of Lourdes Hospital,2024-02-12,18,0,18,27,18,0,0
Our Lady's Hospital Navan,2024-02-12,0,0,0,0,0,0,0
CHI at Crumlin,2024-02-12,1,0,1,0,2,0,0
CHI at Tallaght,2024-02-12,5,1,6,0,6,0,6
CHI at Temple Street,2024-02-12,6,0,0,1,1,2,0
MRH Mullingar,2024-02-12,2,0,2,6,0,0,4
MRH Portlaoise,2024-02-12,4,0,4,23,0,0,0
MRH Tullamore,2024-02-12,0,0,0,17,14,0,10
Naas General Hospital,2024-02-12,10,4,14,7,14,0,27
St. James's Hospital,2024-02-12,27,0,27,28,27,0,0
St. Luke's Radiation Oncology Network,2024-02-12,2,21,0,21,2,0,0
Tallaght University Hospital,2024-02-12,21,0,21,22,21,0,0
National Rehabilitation Hospital,2024-02-12,0,0,0,0,0,0,0
St. Columcille's Hospital,2024-02-12,6,9,2,53,6,0,0
St Luke's General Hospital Kilkenny,2024-02-12,9,2,53,3,3,0,0
St. Michael's Hospital,2024-02-12,5,23,0,23,5,0,0
St. Vincent's University Hospital,2024-02-12,23,0,23,58,23,6,10
Tipperary University Hospital,2024-02-12,10,0,10,6,10,0,0
UH Waterford,2024-02-12,0,0,0,31,23,0,0
Wexford General Hospital,2024-02-12,3,7,18,1,1,0,0
Bantry General Hospital,2024-02-12,9,28,12,40,9,0,0
Cork University Hospital,2024-02-12,28,12,40,25,40,9,1
Mallow General Hospital,2024-02-12,5,3,8,9,8,0,0
Mercy University Hospital,2024-02-12,5,3,8,9,8,1,0
South Infirmary Victoria University Hospital,2024-02-12,19,0,19,14,19,0,0
UH Kerry,2024-02-12,19,0,19,14,19,7,5
Ennis Hospital,2024-02-12,0,0,0,0,0,0,0
Nenagh Hospital,2024-02-12,0,0,0,0,0,0,0
St. John's Hospital Limerick,2024-02-12,24,46,70,50,70,0,0
UH Limerick,2024-02-12,24,46,70,50,70,6,0
Galway University Hospital,2024-02-12,24,14,38,22,38,2,1
Letterkenny University Hospital,2024-02-12,8,5,13,8,13,0,0
Mayo University Hospital,2024-02-12,4,6,6,9,9,0,12
Portiuncula University Hospital,2024-02-12,12,0,12,11,12,0,0
Roscommon University Hospital,2024-02-12,11,12,23,20,23,0,0
Sligo University Hospital,2024-02-12,11,12,23,20,23,10,3
Beaumont Hospital,,7,0,7,14,0,0,4
Cavan General Hospital,,4,4,3,0,0,7,0
Connolly Hospital,,7,0,7,17,0,0,0
Louth County Hospital,,33,0,33,8,33,0,0
Mater Misericordiae University Hospital,,33,0,33,8,33,1,0
National Orthopaedic Hospital Cappagh,,19,0,19,27,19,0,0
Our Lady of Lourdes Hospital,,19,0,19,27,19,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,0,0,0,0,2,0,0
CHI at Tallaght,,1,0,1,0,0,0,3
CHI at Temple Street,,3,0,3,0,0,0,2
MRH Mullingar,,2,0,2,7,0,0,5
MRH Portlaoise,,5,0,5,24,0,0,0
MRH Tullamore,,0,0,0,16,23,0,19
Naas General Hospital,,19,4,23,6,23,0,40
St. James's Hospital,,40,0,40,29,40,0,0
St. Luke's Radiation Oncology Network,,2,20,0,20,2,0,0
Tallaght University Hospital,,20,0,20,21,20,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,15,6,21,5,0,0
St Luke's General Hospital Kilkenny,,15,6,21,58,21,2,0
St. Michael's Hospital,,5,28,0,28,5,0,0
St. Vincent's University Hospital,,28,0,28,55,28,2,10
Tipperary University Hospital,,10,0,10,5,10,4,1
UH Waterford,,0,0,0,27,17,0,8
Wexford General Hospital,,8,9,17,16,17,0,0
Bantry General Hospital,,7,33,18,51,7,0,0
Cork University Hospital,,33,18,51,30,51,15,5
Mallow General Hospital,,2,2,0,2,2,0,0
Mercy University Hospital,,2,0,2,9,10,0,0
South Infirmary Victoria University Hospital,,18,4,22,14,22,0,0
UH Kerry,,18,4,22,14,22,5,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,29,48,77,40,77,0,0
UH Limerick,,29,48,77,40,77,0,0
Galway University Hospital,,26,11,37,22,37,7,0
Letterkenny University Hospital,,8,5,13,0,13,2,0
Mayo University Hospital,,1,7,5,11,11,0,13
Portiuncula University Hospital,,13,0,13,8,13,0,0
Roscommon University Hospital,,7,19,26,11,26,0,0
Sligo University Hospital,,7,19,26,11,26,8,0
Beaumont Hospital,,0,0,0,9,0,0,7
Cavan General Hospital,,7,2,0,0,0,0,0
Connolly Hospital,,0,0,0,6,0,0,0
Louth County Hospital,,36,0,36,6,36,0,0
Mater Misericordiae University Hospital,,36,0,36,6,36,1,0
National Orthopaedic Hospital Cappagh,,10,0,10,23,0,0,0
Our Lady of Lourdes Hospital,,10,0,10,23,0,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,2,0,0,2,2,0,0
CHI at Tallaght,,0,0,0,0,7,0,7
CHI at Temple Street,,7,0,7,0,7,0,1
MRH Mullingar,,1,0,1,9,0,0,1
MRH Portlaoise,,1,0,1,19,0,0,0
MRH Tullamore,,0,0,0,15,8,0,8
Naas General Hospital,,8,0,8,5,8,0,32
St. James's Hospital,,32,0,32,40,32,0,0
St. Luke's Radiation Oncology Network,,2,14,0,24,2,0,0
Tallaght University Hospital,,14,0,24,4,4,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,8,4,12,5,0,0
St Luke's General Hospital Kilkenny,,8,4,12,41,12,3,0
St. Michael's Hospital,,7,29,0,29,7,0,0
St. Vincent's University Hospital,,29,0,29,50,29,4,2
Tipperary University Hospital,,10,0,10,5,10,1,0
UH Waterford,,0,0,0,28,16,0,6
Wexford General Hospital,,6,10,16,16,16,0,0
Bantry General Hospital,,7,23,5,28,7,0,0
Cork University Hospital,,23,5,28,26,28,12,5
Mallow General Hospital,,2,6,0,6,2,0,0
Mercy University Hospital,,6,0,6,7,6,0,0
South Infirmary Victoria University Hospital,,13,0,13,14,13,0,0
UH Kerry,,13,0,13,14,13,4,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,10,44,54,45,54,0,0
UH Limerick,,10,44,54,45,54,5,0
Galway University Hospital,,30,14,44,25,44,7,1
Letterkenny University Hospital,,11,8,19,0,19,0,0
Mayo University Hospital,,11,9,20,0,20,3,0
Portiuncula University Hospital,,5,0,12,0,0,0,0
Roscommon University Hospital,,6,17,23,12,23,0,0
Sligo University Hospital,,6,17,23,12,23,10,0
Beaumont Hospital,,5,0,5,3,0,0,5
Cavan General Hospital,,5,0,5,0,0,0,0
Connolly Hospital,,0,0,0,8,0,0,0
Louth County Hospital,,15,0,4,0,0,0,0
Mater Misericordiae University Hospital,,15,0,4,1,1,0,0
National Orthopaedic Hospital Cappagh,,2,0,2,25,0,0,0
Our Lady of Lourdes Hospital,,2,0,2,25,0,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,0,0,0,0,2,0,0
CHI at Tallaght,,0,0,0,0,7,0,7
CHI at Temple Street,,7,0,7,0,7,0,7
MRH Mullingar,,7,0,7,17,0,0,1
MRH Portlaoise,,1,0,1,13,0,0,0
MRH Tullamore,,0,0,0,17,0,0,2
Naas General Hospital,,2,0,2,0,1,0,17
St. James's Hospital,,17,0,17,44,17,0,0
St. Luke's Radiation Oncology Network,,2,14,0,25,2,0,0
Tallaght University Hospital,,14,0,25,3,3,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,6,0,6,5,0,0
St Luke's General Hospital Kilkenny,,6,0,6,37,9,0,0
St. Michael's Hospital,,6,31,0,31,6,0,0
St. Vincent's University Hospital,,31,0,31,50,31,4,10
Tipperary University Hospital,,10,0,10,7,10,4,0
UH Waterford,,0,0,0,30,13,0,5
Wexford General Hospital,,5,8,13,16,13,4,0
Bantry General Hospital,,7,18,13,31,7,0,0
Cork University Hospital,,18,13,31,22,31,4,1
Mallow General Hospital,,2,3,0,3,2,0,0
Mercy University Hospital,,3,0,3,7,12,0,0
South Infirmary Victoria University Hospital,,19,6,25,14,25,0,0
UH Kerry,,19,6,25,14,25,5,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,27,40,67,45,67,0,0
UH Limerick,,27,40,67,45,67,1,0
Galway University Hospital,,24,10,34,22,34,5,1
Letterkenny University Hospital,,5,9,14,11,14,3,0
Mayo University Hospital,,8,9,17,3,17,6,0
Portiuncula University Hospital,,9,0,9,4,9,0,0
Roscommon University Hospital,,12,14,26,12,26,0,0
Sligo University Hospital,,12,14,26,12,26,10,0
Beaumont Hospital,,0,0,0,0,0,0,5
Cavan General Hospital,,5,0,5,4,0,0,0
Connolly Hospital,,0,0,0,13,0,0,0
Louth County Hospital,,35,0,35,0,35,0,0
Mater Misericordiae University Hospital,,35,0,35,0,35,0,0
National Orthopaedic Hospital Cappagh,,4,0,4,22,0,0,0
Our Lady of Lourdes Hospital,,4,0,4,22,0,0,1
Our Lady's Hospital Navan,,1,0,1,4,0,0,0
CHI at Crumlin,,6,0,6,0,6,0,0
CHI at Tallaght,,0,0,0,0,7,0,7
CHI at Temple Street,,7,0,7,0,7,0,3
MRH Mullingar,,3,0,3,16,1,0,6
MRH Portlaoise,,6,0,6,10,0,0,0
MRH Tullamore,,0,0,0,17,0,0,3
Naas General Hospital,,3,0,3,2,18,0,18
St. James's Hospital,,18,0,18,41,18,0,0
St. Luke's Radiation Oncology Network,,2,17,0,17,2,0,0
Tallaght University Hospital,,17,0,17,24,17,4,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,15,6,21,5,0,0
St Luke's General Hospital Kilkenny,,15,6,21,36,21,2,0
St. Michael's Hospital,,6,28,0,28,6,0,0
St. Vincent's University Hospital,,28,0,28,50,28,2,2
Tipperary University Hospital,,2,0,2,8,11,0,0
UH Waterford,,0,0,0,15,15,0,5
Wexford General Hospital,,5,10,15,16,15,0,0
Bantry General Hospital,,7,0,0,0,7,0,0
Cork University Hospital,,0,0,0,14,25,0,0
Mallow General Hospital,,2,4,0,7,2,0,0
Mercy University Hospital,,4,0,7,10,10,0,0
South Infirmary Victoria University Hospital,,12,0,12,14,12,0,0
UH Kerry,,12,0,12,14,12,1,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,19,41,60,43,60,0,0
UH Limerick,,19,41,60,43,60,1,0
Galway University Hospital,,11,14,25,21,25,1,0
Letterkenny University Hospital,,0,5,5,0,14,3,0
Mayo University Hospital,,14,9,23,13,23,11,0
Portiuncula University Hospital,,2,0,2,6,0,0,0
Roscommon University Hospital,,6,14,20,11,20,0,0
Sligo University Hospital,,6,14,20,11,20,9,0
Beaumont Hospital,,0,0,0,0,0,0,2
Cavan General Hospital,,2,0,2,9,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,10,0,10,12,0,0,0
Mater Misericordiae University Hospital,,10,0,10,12,2,1,0
National Orthopaedic Hospital Cappagh,,0,0,0,5,0,0,0
Our Lady of Lourdes Hospital,,0,0,0,5,0,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,2,0,0,2,2,0,0
CHI at Tallaght,,0,0,0,0,0,0,6
CHI at Temple Street,,6,0,0,1,1,2,0
MRH Mullingar,,2,0,2,5,1,0,7
MRH Portlaoise,,7,0,7,7,0,0,0
MRH Tullamore,,0,0,0,14,0,0,2
Naas General Hospital,,2,0,2,0,0,0,4
St. James's Hospital,,4,0,4,28,27,0,0
St. Luke's Radiation Oncology Network,,2,9,0,9,2,0,0
Tallaght University Hospital,,9,0,9,16,0,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,4,4,36,5,0,0
St Luke's General Hospital Kilkenny,,4,4,36,9,9,1,0
St. Michael's Hospital,,19,0,19,50,19,0,0
St. Vincent's University Hospital,,19,0,19,50,19,2,0
Tipperary University Hospital,,0,0,0,0,10,0,0
UH Waterford,,0,0,0,4,0,0,0
Wexford General Hospital,,0,3,3,11,0,0,0
Bantry General Hospital,,8,0,0,0,8,0,0
Cork University Hospital,,0,0,0,0,28,0,0
Mallow General Hospital,,2,5,0,0,2,0,0
Mercy University Hospital,,5,0,0,0,0,0,0
South Infirmary Victoria University Hospital,,1,0,1,14,0,0,0
UH Kerry,,1,0,1,14,26,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,14,27,41,26,41,0,0
UH Limerick,,14,27,41,26,41,0,0
Galway University Hospital,,10,10,20,22,20,4,0
Letterkenny University Hospital,,0,0,0,0,11,0,0
Mayo University Hospital,,5,10,15,13,15,7,0
Portiuncula University Hospital,,1,0,1,0,0,0,0
Roscommon University Hospital,,4,9,13,11,13,0,0
Sligo University Hospital,,4,9,13,11,13,5,0
Beaumont Hospital,,0,0,0,0,0,0,2
Cavan General Hospital,,2,2,4,9,0,0,5
Connolly Hospital,,5,0,5,16,0,0,0
Louth County Hospital,,3,0,3,12,0,0,0
Mater Misericordiae University Hospital,,3,0,3,12,0,0,0
National Orthopaedic Hospital Cappagh,,0,0,0,7,0,0,0
Our Lady of Lourdes Hospital,,0,0,0,7,0,0,0
Our Lady's Hospital Navan,,0,0,0,3,0,0,0
CHI at Crumlin,,0,0,0,0,2,0,0
CHI at Tallaght,,2,0,0,0,7,7,0
CHI at Temple Street,,7,0,7,0,7,0,3
MRH Mullingar,,3,0,3,6,1,1,1
MRH Portlaoise,,1,0,1,16,0,0,0
MRH Tullamore,,0,0,0,15,0,0,4
Naas General Hospital,,4,0,0,0,0,4,0
St. James's Hospital,,4,0,4,26,27,0,0
St. Luke's Radiation Oncology Network,,2,11,0,22,2,0,0
Tallaght University Hospital,,11,0,22,0,0,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,8,4,12,5,0,0
St Luke's General Hospital Kilkenny,,8,4,12,41,12,2,0
St. Michael's Hospital,,27,0,27,50,27,0,0
St. Vincent's University Hospital,,27,0,27,50,27,5,0
Tipperary University Hospital,,0,0,0,2,10,0,0
UH Waterford,,0,0,0,8,0,0,6
Wexford General Hospital,,6,3,18,2,2,0,0
Bantry General Hospital,,8,0,0,0,8,0,0
Cork University Hospital,,0,0,0,0,28,0,0
Mallow General Hospital,,2,2,0,2,2,0,0
Mercy University Hospital,,2,0,2,0,0,0,0
South Infirmary Victoria University Hospital,,16,0,16,14,16,0,0
UH Kerry,,16,0,16,14,16,2,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,16,32,48,42,48,0,0
UH Limerick,,16,32,48,42,48,3,0
Galway University Hospital,,16,7,23,22,23,8,0
Letterkenny University Hospital,,1,1,2,0,11,0,0
Mayo University Hospital,,6,11,17,13,17,8,0
Portiuncula University Hospital,,0,0,0,0,0,0,0
Roscommon University Hospital,,2,14,16,10,16,0,0
Sligo University Hospital,,2,14,16,10,16,10,0
Beaumont Hospital,,0,0,0,0,0,0,7
Cavan General Hospital,,7,0,7,3,16,0,16
Connolly Hospital,,16,0,16,26,16,0,0
Louth County Hospital,,26,0,26,12,26,0,0
Mater Misericordiae University Hospital,,26,0,26,12,26,0,0
National Orthopaedic Hospital Cappagh,,8,0,8,17,0,0,0
Our Lady of Lourdes Hospital,,8,0,8,17,0,0,0
Our Lady's Hospital Navan,,0,0,0,7,0,0,0
CHI at Crumlin,,10,0,10,0,10,0,0
CHI at Tallaght,,3,0,0,0,9,9,0
CHI at Temple Street,,9,0,9,0,9,0,0
MRH Mullingar,,0,0,0,15,13,0,13
MRH Portlaoise,,13,0,13,20,13,0,0
MRH Tullamore,,0,0,0,23,17,0,13
Naas General Hospital,,13,4,17,5,17,1,11
St. James's Hospital,,11,0,34,27,27,0,0
St. Luke's Radiation Oncology Network,,2,15,0,26,2,0,0
Tallaght University Hospital,,15,0,26,4,4,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,19,9,28,5,0,0
St Luke's General Hospital Kilkenny,,19,9,28,49,28,15,5
St. Michael's Hospital,,43,3,46,50,46,0,0
St. Vincent's University Hospital,,43,3,46,50,46,8,3
Tipperary University Hospital,,3,0,3,7,10,0,0
UH Waterford,,0,0,0,16,19,0,9
Wexford General Hospital,,9,10,19,23,19,0,0
Bantry General Hospital,,8,3,4,7,8,0,0
Cork University Hospital,,3,4,7,15,28,0,0
Mallow General Hospital,,2,4,0,4,2,0,0
Mercy University Hospital,,4,0,4,0,0,0,0
South Infirmary Victoria University Hospital,,14,0,14,14,14,0,0
UH Kerry,,14,0,14,14,14,2,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,26,43,69,53,69,0,0
UH Limerick,,26,43,69,53,69,6,0
Galway University Hospital,,29,11,40,22,40,10,3
Letterkenny University Hospital,,4,2,6,6,11,0,0
Mayo University Hospital,,7,14,21,17,21,10,0
Portiuncula University Hospital,,3,0,3,1,0,0,0
Roscommon University Hospital,,3,15,18,17,18,0,0
Sligo University Hospital,,3,15,18,17,18,10,0
Beaumont Hospital,,0,0,0,0,0,0,6
Cavan General Hospital,,6,0,6,3,13,0,13
Connolly Hospital,,13,0,13,14,13,0,0
Louth County Hospital,,20,0,20,11,20,0,0
Mater Misericordiae University Hospital,,20,0,20,11,20,1,0
National Orthopaedic Hospital Cappagh,,7,0,7,20,0,0,0
Our Lady of Lourdes Hospital,,7,0,7,20,0,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,7,0,7,0,7,0,0
CHI at Tallaght,,1,0,1,0,9,0,9
CHI at Temple Street,,9,0,9,0,9,0,3
MRH Mullingar,,3,0,3,14,20,0,20
MRH Portlaoise,,20,0,20,16,20,0,0
MRH Tullamore,,0,0,0,27,6,0,5
Naas General Hospital,,5,1,6,1,6,0,22
St. James's Hospital,,22,0,22,37,22,3,0
St. Luke's Radiation Oncology Network,,2,15,0,26,2,0,0
Tallaght University Hospital,,15,0,26,3,3,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,4,4,41,5,0,0
St Luke's General Hospital Kilkenny,,4,4,41,9,9,0,0
St. Michael's Hospital,,20,0,20,55,20,0,0
St. Vincent's University Hospital,,20,0,20,55,20,1,4
Tipperary University Hospital,,4,0,7,10,10,0,0
UH Waterford,,0,0,0,15,23,0,14
Wexford General Hospital,,14,9,23,27,23,0,0
Bantry General Hospital,,8,17,4,21,8,0,0
Cork University Hospital,,17,4,21,23,21,0,0
Mallow General Hospital,,2,4,0,7,2,0,0
Mercy University Hospital,,4,0,7,0,0,0,0
South Infirmary Victoria University Hospital,,4,0,4,14,0,0,0
UH Kerry,,4,0,4,14,22,1,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,17,39,56,54,56,0,0
UH Limerick,,17,39,56,54,56,1,0
Galway University Hospital,,24,14,38,20,38,6,0
Letterkenny University Hospital,,9,2,0,11,11,0,5
Mayo University Hospital,,5,9,14,8,14,6,0
Portiuncula University Hospital,,3,0,3,5,0,0,0
Roscommon University Hospital,,12,15,27,12,27,0,0
Sligo University Hospital,,12,15,27,12,27,10,0
Beaumont Hospital,,12,0,0,0,0,0,0
Cavan General Hospital,,0,0,0,0,19,0,19
Connolly Hospital,,19,0,19,27,19,0,0
Louth County Hospital,,29,0,29,11,29,0,0
Mater Misericordiae University Hospital,,29,0,29,11,29,0,0
National Orthopaedic Hospital Cappagh,,19,0,19,23,19,0,0
Our Lady of Lourdes Hospital,,19,0,19,23,19,0,3
Our Lady's Hospital Navan,,3,0,3,0,0,0,0
CHI at Crumlin,,11,0,11,0,11,0,0
CHI at Tallaght,,1,0,1,0,0,0,5
CHI at Temple Street,,5,0,0,0,0,3,0
MRH Mullingar,,3,0,3,18,0,0,11
MRH Portlaoise,,11,0,25,0,0,0,0
MRH Tullamore,,0,0,0,35,15,0,11
Naas General Hospital,,11,4,15,6,15,0,0
St. James's Hospital,,35,0,35,39,35,1,0
St. Luke's Radiation Oncology Network,,2,14,0,26,2,0,0
Tallaght University Hospital,,14,0,26,0,0,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,2,0,2,5,0,0
St Luke's General Hospital Kilkenny,,2,0,2,40,9,0,0
St. Michael's Hospital,,30,0,30,55,30,0,0
St. Vincent's University Hospital,,30,0,30,55,30,2,0
Tipperary University Hospital,,0,0,0,5,10,0,0
UH Waterford,,0,0,0,13,0,0,3
Wexford General Hospital,,3,2,5,23,0,0,0
Bantry General Hospital,,8,19,9,28,8,0,0
Cork University Hospital,,19,9,28,22,28,2,0
Mallow General Hospital,,2,3,0,3,2,0,0
Mercy University Hospital,,3,0,3,8,9,0,0
South Infirmary Victoria University Hospital,,5,7,0,7,5,0,0
UH Kerry,,7,0,7,14,20,1,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,17,40,57,43,57,0,0
UH Limerick,,17,40,57,43,57,2,0
Galway University Hospital,,27,19,46,20,46,12,6
Letterkenny University Hospital,,0,0,0,0,14,0,0
Mayo University Hospital,,6,6,12,8,12,6,0
Portiuncula University Hospital,,0,0,0,3,0,0,0
Roscommon University Hospital,,7,16,23,12,23,0,0
Sligo University Hospital,,7,16,23,12,23,8,0
Beaumont Hospital,,12,0,2,0,0,0,2
Cavan General Hospital,,0,2,2,3,13,0,13
Connolly Hospital,,13,0,13,20,13,0,0
Louth County Hospital,,26,0,26,6,26,0,0
Mater Misericordiae University Hospital,,26,0,26,6,26,0,0
National Orthopaedic Hospital Cappagh,,18,0,18,21,18,0,0
Our Lady of Lourdes Hospital,,18,0,18,21,18,0,1
Our Lady's Hospital Navan,,1,0,1,4,0,0,0
CHI at Crumlin,,6,0,6,0,6,0,0
CHI at Tallaght,,0,0,0,0,0,0,5
CHI at Temple Street,,5,0,0,1,1,5,0
MRH Mullingar,,5,0,5,19,0,0,11
MRH Portlaoise,,11,0,26,0,0,0,0
MRH Tullamore,,0,0,0,34,8,0,5
Naas General Hospital,,5,3,8,6,8,2,0
St. James's Hospital,,18,0,18,42,18,1,0
St. Luke's Radiation Oncology Network,,2,15,0,26,2,0,0
Tallaght University Hospital,,15,0,26,1,1,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,0,0,0,5,0,0
St Luke's General Hospital Kilkenny,,0,0,0,31,0,0,0
St. Michael's Hospital,,22,0,22,55,22,0,0
St. Vincent's University Hospital,,22,0,22,55,22,0,2
Tipperary University Hospital,,2,0,2,7,9,0,0
UH Waterford,,0,0,0,12,0,0,5
Wexford General Hospital,,5,5,11,0,0,0,0
Bantry General Hospital,,8,21,4,25,8,0,0
Cork University Hospital,,21,4,25,25,25,1,1
Mallow General Hospital,,2,6,0,6,2,0,0
Mercy University Hospital,,6,0,6,0,6,0,0
South Infirmary Victoria University Hospital,,5,4,0,4,5,0,0
UH Kerry,,4,0,4,11,24,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,15,40,55,40,55,0,0
UH Limerick,,15,40,55,40,55,3,0
Galway University Hospital,,30,15,45,23,45,11,1
Letterkenny University Hospital,,5,3,2,16,16,0,7
Mayo University Hospital,,7,11,18,12,18,5,0
Portiuncula University Hospital,,0,0,0,0,0,0,0
Roscommon University Hospital,,6,2,14,16,6,0,0
Sligo University Hospital,,2,14,16,12,16,12,0
Beaumont Hospital,,0,0,0,0,0,0,0
Cavan General Hospital,,0,0,0,9,0,0,10
Connolly Hospital,,10,0,22,0,0,0,0
Louth County Hospital,,26,0,26,6,26,0,0
Mater Misericordiae University Hospital,,26,0,26,6,26,0,0
National Orthopaedic Hospital Cappagh,,16,0,25,0,0,0,0
Our Lady of Lourdes Hospital,,16,0,25,0,0,1,0
Our Lady's Hospital Navan,,1,0,1,0,0,0,0
CHI at Crumlin,,5,0,5,0,5,0,0
CHI at Tallaght,,4,0,0,0,8,8,0
CHI at Temple Street,,8,0,8,0,8,0,0
MRH Mullingar,,4,4,19,1,1,10,0
MRH Portlaoise,,10,0,24,0,0,0,0
MRH Tullamore,,0,0,0,42,10,0,8
Naas General Hospital,,8,2,10,1,10,2,0
St. James's Hospital,,29,0,29,37,29,2,0
St. Luke's Radiation Oncology Network,,2,12,0,26,2,0,0
Tallaght University Hospital,,12,0,26,2,2,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,5,0,0,0,5,0,0
St Luke's General Hospital Kilkenny,,0,0,0,21,0,0,0
St. Michael's Hospital,,16,0,50,0,0,0,0
St. Vincent's University Hospital,,16,0,50,2,2,4,0
Tipperary University Hospital,,4,0,9,12,12,0,0
UH Waterford,,0,0,0,13,0,0,2
Wexford General Hospital,,2,5,7,11,2,0,0
